StudentID,Gender,BirthYear,Major,GPA,CreditsCompleted,PartTime,Scholarship,Dropout
2230,Female,2005,ARTS,2.53305,61,Yes,No,0
2231,Female,2005,APSC,2.96605,82,Yes,No,0
2232,Female,2006,APSC,2.6846,71,Yes,No,1
2233,Female,1996,APSC,3.26915,115,Yes,No,1
2234,Female,2004,HSCI,3.00069,110,Yes,No,1
2235,Female,2006,HSCI,2.5547,61,Yes,Yes,0
2236,Female,2003,APSC,2.9444,99,Yes,Yes,0
2237,Female,2005,HSCI,2.66295,49,Yes,No,0
2238,Female,2000,HSCI,2.881615,76,Yes,No,1
2239,Female,2000,ENV,2.8145,53,Yes,No,0
2240,Female,1999,BUS,2.881615,53,Yes,No,0
2241,Female,1996,HSCI,3.2475,96,Yes,No,0
2242,Female,1987,ENV,2.8145,95,No,No,0
2243,Female,2005,FCAT,2.7712,27,Yes,No,0
2244,Female,2006,ARTS,2.87945,103,Yes,Yes,0
2245,Female,1976,HSCI,2.881615,50,Yes,No,1
2246,Female,2003,SCI,2.79285,112,Yes,No,0
2247,Female,2005,ARTS,2.7712,73,Yes,Yes,0
2248,Female,2003,ARTS,2.9444,32,Yes,Yes,0
2249,Female,2001,FCAT,2.8145,0,Yes,No,1
2250,Female,2006,ENV,3.05265,84,Yes,No,0
2251,Female,2002,SCI,3.031,68,Yes,No,1
2252,Female,1999,APSC,2.6413,0,Yes,No,1
2253,Female,1997,BUS,3.031,116,Yes,No,1
2254,Female,1975,FCAT,2.881615,54,Yes,No,1
2255,Female,1993,ENV,2.598,84,No,No,1
2256,Female,1970,HSCI,2.881615,88,Yes,No,1
2257,Female,1999,FCAT,2.598,83,Yes,No,1
2258,Female,2004,BUS,2.8145,44,Yes,No,0
2259,Female,1996,ARTS,2.598,72,Yes,No,1
2260,Female,1983,SCI,2.881615,79,No,No,0
2261,Female,2005,FCAT,2.6413,91,Yes,Yes,0
2262,Female,2002,APSC,2.66295,39,Yes,No,1
2263,Female,1990,HSCI,3.8537,109,Yes,No,1
2264,Female,1996,BUS,2.8145,112,Yes,No,1
2265,Female,1982,EDUC,2.3815,60,Yes,No,0
2266,Female,2003,BUS,2.2949,35,Yes,No,0
2267,Female,1974,BUS,3.031,102,Yes,No,1
2268,Female,2005,APSC,2.3382,112,Yes,No,1
2269,Female,2006,ARTS,2.598,23,Yes,No,1
2270,Female,1965,ENV,2.165,79,No,No,1
2271,Female,1991,ENV,3.031,13,No,No,1
2272,Female,2001,ARTS,2.881615,111,Yes,Yes,0
2273,Female,1980,ENV,2.881615,97,No,No,1
2274,Female,1987,SCI,3.031,87,No,No,1
2275,Female,1988,APSC,2.165,110,Yes,No,1
2276,Female,2002,ENV,2.66295,74,No,No,1
2277,Female,1975,SCI,2.881615,108,No,No,0
2278,Female,2001,EDUC,2.92275,99,Yes,No,0
2279,Female,2005,ARTS,2.8578,119,Yes,No,0
2280,Female,1977,SCI,2.598,0,No,No,1
2281,Female,1996,BUS,2.8145,46,Yes,No,0
2282,Female,2003,BUS,3.031,75,Yes,No,0
2283,Female,2003,HSCI,2.881615,20,Yes,No,1
2284,Female,2003,SCI,2.598,72,Yes,No,0
2285,Female,2004,ARTS,3.031,38,Yes,No,0
2286,Female,1975,APSC,2.881615,2,Yes,No,1
2287,Female,1984,ENV,2.598,15,No,No,0
2288,Female,2002,HSCI,2.70625,67,Yes,Yes,0
2289,Female,2005,FCAT,2.9444,25,Yes,No,0
2290,Female,1993,ENV,2.881615,118,No,No,1
2291,Female,1994,FCAT,2.598,109,Yes,No,1
2292,Female,2005,SCI,2.74955,53,Yes,No,0
2293,Female,2002,APSC,2.83615,12,Yes,No,1
2294,Female,2005,EDUC,2.74955,60,Yes,No,0
2295,Female,2003,APSC,2.8578,19,Yes,No,1
2296,Female,2005,FCAT,2.96605,82,Yes,No,0
2297,Female,2002,APSC,2.7279,26,Yes,No,1
2298,Female,2002,SCI,2.9444,1,Yes,No,0
2299,Female,2005,SCI,2.6846,9,Yes,No,0
2300,Female,1998,HSCI,2.96605,59,Yes,No,1
2301,Female,2001,FCAT,3.031,88,Yes,No,0
2302,Female,2006,ARTS,2.83615,18,Yes,No,0
2303,Female,2002,APSC,2.8145,14,Yes,Yes,0
2304,Female,2005,FCAT,2.9444,102,Yes,No,0
2305,Female,2004,APSC,2.881615,46,Yes,No,1
2306,Female,2002,ARTS,2.3815,112,Yes,Yes,0
2307,Female,2006,ENV,3.031,23,Yes,No,1
2308,Female,1985,ENV,2.881615,15,No,No,1
2309,Female,2006,ARTS,3.05265,80,Yes,No,1
2310,Female,2006,FCAT,2.8145,59,Yes,Yes,0
2311,Female,2005,SCI,3.464,79,Yes,Yes,0
2312,Female,2006,ARTS,3.031,81,Yes,No,0
2313,Female,2006,APSC,3.2475,48,Yes,Yes,1
2314,Female,2002,ENV,3.2475,3,Yes,No,0
2315,Female,2005,SCI,2.881615,65,Yes,No,0
2316,Female,2006,ENV,3.2908,48,Yes,No,1
2317,Female,1993,FCAT,2.881615,112,Yes,No,1
2318,Female,1996,ENV,2.8145,30,No,No,1
2319,Female,2005,ARTS,3.2042,65,Yes,No,1
2320,Female,2004,HSCI,3.2042,53,Yes,No,0
2321,Female,1974,SCI,2.8145,1,Yes,No,1
2322,Female,1986,ARTS,3.464,60,Yes,No,0
2323,Female,1993,ENV,2.8145,14,No,No,1
2324,Female,1997,ARTS,2.3815,59,Yes,No,0
2325,Female,2003,SCI,2.6413,111,Yes,No,0
2326,Female,1990,FCAT,2.3815,42,Yes,No,1
2327,Female,2005,FCAT,2.79285,92,Yes,No,0
2328,Female,1984,ENV,2.3815,97,No,No,1
2329,Female,2006,APSC,3.6805,39,Yes,Yes,0
2330,Female,1978,ARTS,2.3815,95,Yes,Yes,1
2331,Female,1987,SCI,2.3815,84,No,No,1
2332,Female,1993,BUS,2.881615,29,Yes,No,1
2333,Female,1990,BUS,2.881615,62,Yes,No,0
2334,Female,2006,APSC,2.7279,23,Yes,Yes,1
2335,Female,2006,FCAT,2.96605,43,Yes,Yes,0
2336,Female,2005,ARTS,2.53305,13,Yes,Yes,0
2337,Female,1984,ENV,2.165,27,No,No,1
2338,Female,1999,ENV,2.598,13,Yes,No,1
2339,Female,2004,FCAT,2.7279,55,Yes,No,1
2340,Female,2004,FCAT,2.6413,107,Yes,No,0
2341,Female,1981,BUS,2.40315,33,Yes,No,1
2342,Female,2006,FCAT,3.00935,77,Yes,No,0
2343,Female,1989,BUS,3.2475,118,Yes,No,0
2344,Female,2001,ENV,2.5114,88,No,No,0
2345,Female,2005,ARTS,2.8145,11,Yes,No,0
2346,Female,2003,BUS,3.2475,55,Yes,Yes,0
2347,Female,2005,FCAT,2.8578,60,Yes,No,0
2348,Female,2004,FCAT,2.3382,104,Yes,No,0
2349,Female,1994,FCAT,2.881615,60,Yes,Yes,1
2350,Female,1980,HSCI,2.598,39,Yes,No,0
2351,Female,2005,ARTS,3.1609,19,Yes,No,0
2352,Female,2002,ENV,3.2475,111,Yes,No,0
2353,Female,2006,ENV,3.464,41,Yes,No,0
2354,Female,2003,FCAT,2.70625,6,Yes,Yes,0
2355,Female,2006,BUS,2.70625,78,Yes,No,1
2356,Female,2006,FCAT,2.6413,72,Yes,No,0
2357,Female,2005,APSC,2.9877,67,Yes,No,0
2358,Female,2003,BUS,3.2475,30,Yes,No,1
2359,Female,1993,BUS,3.031,86,Yes,No,0
2360,Female,2003,HSCI,2.44645,69,Yes,No,1
2361,Female,2000,FCAT,3.00935,91,Yes,No,0
2362,Female,1997,EDUC,2.881615,75,Yes,No,1
2363,Female,2004,APSC,2.5547,46,Yes,No,0
2364,Female,2002,FCAT,3.031,50,Yes,No,0
2365,Female,2005,BUS,3.1176,57,Yes,Yes,0
2366,Female,2005,EDUC,2.70625,21,Yes,No,0
2367,Female,2001,APSC,2.83615,23,Yes,No,0
2368,Female,2006,ENV,2.83615,33,Yes,No,0
2369,Female,1995,EDUC,3.031,62,Yes,No,0
2370,Female,1995,ENV,2.881615,59,Yes,No,1
2371,Female,2004,BUS,3.031,18,Yes,No,0
2372,Female,2005,APSC,3.00935,23,Yes,Yes,0
2373,Female,2002,APSC,2.70625,63,Yes,No,0
2374,Female,2004,FCAT,2.53305,19,Yes,No,0
2375,Female,2000,ENV,3.2475,115,Yes,No,0
2376,Female,2003,FCAT,2.05675,97,Yes,No,1
2377,Female,1999,APSC,3.2475,110,Yes,Yes,0
2378,Female,1992,APSC,2.598,26,Yes,No,1
2379,Female,1998,ENV,2.9444,57,No,No,1
2380,Female,2006,ENV,2.87945,43,Yes,Yes,0
2381,Female,2005,HSCI,2.70625,92,Yes,Yes,0
2382,Female,2005,ARTS,2.74955,64,Yes,Yes,0
2383,Female,1997,FCAT,2.8145,118,Yes,No,1
2384,Female,2003,BUS,2.8145,45,Yes,No,0
2385,Female,2004,FCAT,2.74955,99,Yes,No,0
2386,Female,2003,ARTS,3.031,53,Yes,No,0
2387,Female,2002,EDUC,2.70625,119,Yes,No,0
2388,Female,2005,APSC,2.92275,106,Yes,No,0
2389,Female,2006,APSC,2.8578,38,Yes,Yes,1
2390,Female,1996,SCI,2.3815,108,Yes,No,1
2391,Female,1999,BUS,2.8145,109,Yes,No,1
2392,Female,1999,BUS,2.8145,6,Yes,No,1
2393,Female,2006,APSC,2.92275,53,Yes,No,0
2394,Female,1998,HSCI,2.881615,42,Yes,No,1
2395,Female,2006,APSC,2.92275,19,Yes,Yes,0
2396,Female,2002,EDUC,2.7712,83,Yes,No,0
2397,Female,1999,BUS,3.031,24,Yes,No,1
2398,Female,2005,EDUC,2.92275,42,Yes,No,0
2399,Female,2005,EDUC,2.83615,84,Yes,No,0
2400,Female,2005,ARTS,2.83615,72,Yes,No,0
2401,Female,1979,SCI,2.165,26,No,No,1
2402,Female,1972,ENV,3.031,91,No,No,0
2403,Female,2004,APSC,2.6846,24,Yes,No,1
2404,Female,2005,ARTS,2.8145,35,Yes,No,0
2405,Female,2003,ARTS,3.0743,97,Yes,No,1
2406,Female,1989,SCI,3.2475,65,No,No,0
2407,Female,1988,APSC,2.3815,8,Yes,No,0
2408,Female,1977,ARTS,2.3815,82,Yes,No,1
2409,Female,2002,ENV,2.4248,78,No,No,1
2410,Female,1983,ENV,2.165,52,No,No,1
2411,Female,1998,FCAT,2.8145,20,Yes,No,1
2412,Male,1973,SCI,2.881615,49,No,No,1
2413,Male,1981,ENV,3.2475,15,No,No,0
2414,Male,1983,SCI,2.165,65,No,No,0
2415,Female,2001,APSC,2.8145,25,Yes,No,0
2416,Female,2002,SCI,2.79285,43,Yes,No,1
2417,Female,1999,ARTS,2.74955,28,Yes,Yes,1
2418,Female,1999,ENV,3.031,96,No,No,0
2419,Female,2002,APSC,2.8145,97,Yes,Yes,0
2420,Female,2000,BUS,2.881615,45,Yes,No,0
2421,Female,1977,BUS,3.031,90,Yes,No,1
2422,Female,1983,ENV,2.881615,70,No,No,1
2423,Female,1981,BUS,2.598,48,Yes,No,0
2424,Female,1995,BUS,2.881615,14,Yes,No,1
2425,Female,1994,FCAT,2.598,16,Yes,No,1
2426,Female,1998,APSC,2.881615,8,Yes,No,1
2427,Female,1997,ENV,2.881615,76,No,No,1
2428,Female,1988,FCAT,2.165,31,Yes,Yes,0
2429,Female,1995,BUS,2.881615,65,Yes,No,1
2430,Female,1989,FCAT,2.598,58,Yes,No,1
2431,Female,2006,EDUC,2.7712,31,Yes,Yes,0
2432,Female,2000,ENV,3.7238,110,No,Yes,0
2433,Female,2006,EDUC,3.1609,83,Yes,Yes,1
2434,Female,2006,FCAT,2.92275,42,Yes,No,0
2435,Female,2003,BUS,3.464,82,Yes,No,0
2436,Female,2003,FCAT,3.2475,109,Yes,No,0
2437,Female,1992,BUS,2.8145,90,Yes,No,0
2438,Female,2002,FCAT,2.40315,99,Yes,Yes,1
2439,Female,1992,BUS,2.8145,58,Yes,No,1
2440,Female,1989,FCAT,3.6805,29,Yes,No,1
2441,Female,2001,APSC,2.881615,10,Yes,No,1
2442,Female,1985,SCI,2.165,79,No,No,0
2443,Female,1989,FCAT,2.598,118,Yes,No,1
2444,Female,1992,BUS,2.3815,25,Yes,No,0
2445,Female,2004,EDUC,2.881615,93,Yes,No,1
2446,Female,1990,ARTS,2.598,1,Yes,No,0
2447,Female,1980,ENV,3.2475,33,No,No,1
2448,Female,1971,HSCI,2.881615,40,Yes,No,0
2449,Female,1996,FCAT,2.598,85,Yes,No,1
2450,Female,1993,ENV,2.8145,30,No,No,1
2451,Female,2006,APSC,2.8145,62,Yes,No,0
2452,Female,1980,BUS,2.165,54,Yes,No,1
2453,Female,2005,BUS,3.0743,116,Yes,No,0
2454,Female,2003,APSC,2.8145,60,Yes,No,0
2455,Female,2006,FCAT,3.2042,84,Yes,Yes,1
2456,Female,2004,BUS,3.6805,35,Yes,No,0
2457,Female,1969,ARTS,2.3815,39,Yes,No,0
2458,Female,1997,APSC,3.5939,22,Yes,No,0
2459,Female,2005,FCAT,2.92275,25,Yes,No,1
2460,Female,2006,APSC,2.87945,17,Yes,No,0
2461,Female,1981,EDUC,2.881615,78,Yes,No,1
2462,Female,2006,HSCI,2.61965,33,Yes,No,1
2463,Female,2006,APSC,3.44235,85,Yes,No,1
2464,Female,2004,HSCI,2.8145,27,Yes,Yes,1
2465,Female,1995,ENV,2.61965,106,No,No,1
2466,Female,1980,ENV,2.881615,48,Yes,No,1
2467,Female,2006,FCAT,3.1609,63,Yes,No,0
2468,Female,2004,BUS,3.031,70,Yes,Yes,0
2469,Female,2004,ARTS,2.70625,62,Yes,No,1
2470,Female,1988,APSC,2.598,103,Yes,No,1
2471,Female,2005,ENV,3.2475,61,Yes,No,0
2472,Female,1995,BUS,2.3815,41,Yes,No,1
2473,Female,2006,FCAT,2.598,23,Yes,No,1
2474,Female,2000,BUS,2.881615,34,Yes,No,1
2475,Female,2004,EDUC,2.881615,76,Yes,No,0
2476,Female,1979,SCI,2.881615,54,No,No,1
2477,Female,1996,ARTS,2.8145,48,Yes,Yes,0
2478,Female,2001,HSCI,3.464,76,Yes,No,0
2479,Female,2006,ARTS,2.7712,94,Yes,No,0
2480,Female,2001,APSC,3.031,58,Yes,No,1
2481,Female,2002,APSC,2.598,82,Yes,No,0
2482,Female,2002,ARTS,3.031,92,Yes,Yes,0
2483,Female,1991,ENV,2.598,21,No,No,0
2484,Female,2003,BUS,2.8145,104,Yes,No,0
2485,Female,1979,APSC,2.165,84,Yes,No,0
2486,Female,1980,BUS,2.881615,60,Yes,No,1
2487,Female,1982,FCAT,2.3815,79,Yes,No,1
2488,Female,2004,APSC,3.18255,29,Yes,No,1
2489,Female,2004,APSC,2.87945,68,Yes,No,0
2490,Female,2004,HSCI,2.96605,104,Yes,Yes,0
2491,Female,2004,EDUC,2.6846,59,Yes,No,0
2492,Female,2005,APSC,2.7712,104,Yes,No,0
2493,Female,1998,SCI,2.598,5,No,No,1
2494,Female,1993,BUS,2.881615,84,Yes,No,0
2495,Female,2005,EDUC,3.0743,105,Yes,Yes,0
2496,Female,1996,EDUC,2.165,113,Yes,No,0
2497,Female,2004,APSC,3.22585,10,Yes,Yes,0
2498,Male,1981,SCI,2.3815,23,No,No,0
2499,Female,1999,APSC,2.881615,91,Yes,Yes,1
2500,Male,1984,SCI,2.881615,119,Yes,No,1
2501,Male,2004,BUS,3.2475,78,Yes,No,0
2502,Male,1978,SCI,2.881615,102,No,No,0
2503,Male,1998,FCAT,2.61965,109,Yes,No,0
2504,Male,1990,ARTS,2.881615,103,Yes,Yes,0
2505,Male,2005,EDUC,2.6413,50,Yes,No,1
2506,Male,2006,ARTS,3.09595,110,Yes,Yes,0
2507,Male,2006,HSCI,2.66295,18,Yes,No,0
2508,Female,1987,SCI,2.598,49,No,Yes,0
2509,Female,2001,APSC,2.4681,80,Yes,Yes,0
2510,Female,1998,ARTS,2.4681,2,Yes,No,0
2511,Male,2006,EDUC,3.34276,2,Yes,No,1
2512,Male,2006,ARTS,4.1135,102,Yes,No,0
2513,Male,2005,ARTS,2.9444,91,Yes,No,0
2514,Male,2006,BUS,3.535445,30,Yes,No,0
2515,Male,2005,FCAT,2.7279,105,Yes,No,1
2516,Female,2004,FCAT,2.6413,112,Yes,No,0
2517,Male,2002,ARTS,2.96605,46,Yes,Yes,0
2518,Male,2006,ARTS,3.00935,7,Yes,Yes,0
2519,Male,2006,HSCI,3.0743,16,Yes,Yes,0
2520,Male,2006,EDUC,2.881615,98,Yes,Yes,0
2521,Male,2006,HSCI,2.7279,99,Yes,Yes,0
2522,Male,2006,HSCI,2.83615,90,Yes,No,0
2523,Male,2005,ARTS,2.83615,103,Yes,Yes,0
2524,Male,2004,EDUC,2.3382,44,Yes,No,1
2525,Male,2005,SCI,2.881615,96,Yes,Yes,1
2526,Male,2006,BUS,2.6413,59,Yes,No,0
2527,Male,2006,ARTS,3.09595,113,Yes,Yes,1
2528,Male,2006,ARTS,2.92275,74,Yes,Yes,0
2529,Male,2006,EDUC,3.2042,20,Yes,No,0
2530,Male,2006,APSC,2.9011,69,Yes,Yes,0
2531,Male,2006,EDUC,2.6413,111,Yes,No,0
2532,Male,2004,BUS,3.464,20,Yes,Yes,0
2533,Male,2005,SCI,2.7279,114,Yes,Yes,0
2534,Male,2006,ENV,2.9877,57,Yes,Yes,0
2535,Male,2005,SCI,2.48975,54,Yes,Yes,0
2536,Male,2005,EDUC,3.05265,27,Yes,No,0
2537,Male,2005,ENV,2.165,80,Yes,No,0
2538,Male,2005,FCAT,2.8145,81,Yes,No,0
2539,Male,2004,FCAT,2.8145,74,Yes,No,0
2540,Male,2006,ENV,2.92275,45,Yes,Yes,0
2541,Male,1991,APSC,2.598,43,Yes,No,1
2542,Male,2005,EDUC,3.2042,88,Yes,Yes,1
2543,Male,2006,HSCI,2.9444,93,Yes,Yes,0
2544,Male,2005,ARTS,2.3382,115,Yes,No,1
2545,Male,2005,BUS,3.031,119,Yes,No,0
2546,Male,2006,EDUC,3.31245,24,Yes,No,0
2547,Male,2004,SCI,2.92275,70,Yes,No,0
2548,Male,2005,ARTS,3.1609,48,Yes,No,0
2549,Female,2006,EDUC,2.8145,100,Yes,Yes,0
2550,Female,2005,HSCI,2.44645,117,Yes,Yes,1
2551,Male,1999,SCI,3.154405,45,No,No,0
2552,Male,2004,ARTS,3.13925,90,Yes,Yes,0
2553,Male,2005,SCI,2.7279,119,No,No,0
2554,Female,1991,ENV,3.464,89,No,No,1
2555,Female,2006,FCAT,2.9011,62,Yes,No,0
2556,Female,2006,FCAT,3.52895,76,Yes,No,0
2557,Male,2005,APSC,2.8145,87,Yes,No,0
2558,Male,2006,APSC,3.57225,11,Yes,No,0
2559,Male,2005,APSC,3.0743,77,Yes,No,0
2560,Male,2006,EDUC,3.3774,56,Yes,No,1
2561,Male,2006,EDUC,3.05265,72,Yes,No,0
2562,Male,2006,ARTS,3.09595,63,Yes,No,0
2563,Male,1987,ARTS,2.881615,30,Yes,No,1
2564,Male,2004,SCI,2.87945,3,Yes,No,0
2565,Male,2004,HSCI,3.7238,53,Yes,Yes,0
2566,Female,2003,SCI,3.031,82,Yes,No,0
2567,Male,2006,ARTS,3.0743,64,Yes,Yes,0
2568,Male,1998,SCI,3.031,92,No,No,0
2569,Male,1983,APSC,2.881615,108,Yes,No,0
2570,Male,2006,EDUC,3.2042,5,Yes,Yes,0
2571,Male,2006,ARTS,2.96605,64,Yes,No,0
2572,Male,1993,ARTS,3.09595,88,Yes,No,0
2573,Male,2001,SCI,2.881615,90,Yes,No,0
2574,Male,2005,ARTS,2.9877,21,Yes,No,0
2575,Male,2004,EDUC,2.9877,16,Yes,Yes,0
2576,Male,1984,SCI,3.2475,58,No,No,0
2577,Male,1992,BUS,2.598,28,Yes,No,1
2578,Male,2000,HSCI,2.3815,66,Yes,No,1
2579,Male,2006,ARTS,3.1609,16,Yes,No,0
2580,Male,2006,SCI,3.2042,1,Yes,No,0
2581,Male,2006,SCI,3.13925,31,Yes,Yes,0
2582,Male,1997,BUS,2.881615,21,Yes,No,1
2583,Male,2006,APSC,3.464,102,Yes,No,0
2584,Male,1998,ENV,3.2475,96,No,No,0
2585,Male,2005,EDUC,2.8145,57,Yes,No,0
2586,Male,2005,SCI,2.598,52,No,No,0
2587,Male,2003,APSC,2.48975,85,Yes,No,0
2588,Male,2000,APSC,2.881615,46,Yes,No,0
2589,Male,2004,EDUC,2.598,3,Yes,No,1
2590,Male,2006,EDUC,2.9011,37,Yes,No,0
2591,Male,1994,BUS,2.881615,116,Yes,No,1
2592,Male,2002,EDUC,2.881615,12,Yes,No,0
2593,Male,2003,APSC,2.8145,60,Yes,No,0
2594,Male,1998,HSCI,2.598,86,Yes,No,1
2595,Male,2001,APSC,2.48975,63,Yes,No,0
2596,Male,2006,ARTS,2.92275,76,Yes,Yes,0
2597,Male,2003,ARTS,2.881615,83,Yes,No,1
2598,Male,2006,APSC,3.13925,32,Yes,Yes,1
2599,Male,2003,BUS,2.8145,97,Yes,No,0
2600,Male,2006,EDUC,2.5547,37,Yes,No,0
2601,Male,2005,EDUC,2.9877,28,Yes,Yes,1
2602,Male,2002,HSCI,2.6413,60,Yes,No,0
2603,Male,2005,SCI,2.7279,31,Yes,No,0
2604,Male,2005,BUS,2.61965,10,Yes,No,1
2605,Male,2005,SCI,3.2908,17,Yes,No,1
2606,Male,1997,BUS,3.464,44,Yes,No,0
2607,Male,2002,BUS,2.9011,20,Yes,No,0
2608,Male,2006,EDUC,2.7712,11,Yes,No,1
2609,Male,2004,HSCI,2.70625,115,Yes,No,0
2610,Male,1990,ENV,2.8145,102,No,No,1
2611,Male,2006,ARTS,2.9877,19,Yes,No,0
2612,Female,2004,EDUC,2.61965,6,Yes,No,0
2613,Male,2004,ENV,2.9011,90,Yes,No,0
2614,Female,1999,ENV,2.8145,119,No,No,1
2615,Female,2006,FCAT,2.7279,70,Yes,No,1
2616,Female,2006,ENV,3.2042,1,Yes,No,1
2617,Male,2006,EDUC,3.464,42,Yes,Yes,1
2618,Male,2005,HSCI,2.5547,96,Yes,Yes,0
2619,Male,2005,EDUC,3.2475,20,Yes,Yes,1
2620,Male,2003,SCI,3.031,28,Yes,Yes,0
2621,Male,1995,ARTS,2.165,31,Yes,No,0
2622,Male,2004,ARTS,2.3815,44,Yes,Yes,0
2623,Male,2003,SCI,3.031,75,No,Yes,0
2624,Male,1990,ENV,2.881615,76,No,No,1
2625,Male,2004,EDUC,3.031,102,Yes,No,0
2626,Female,2000,ENV,2.3815,107,No,No,1
2627,Female,2006,ARTS,3.2042,112,Yes,No,0
2628,Female,2005,ARTS,2.96605,58,Yes,No,0
2629,Female,2006,APSC,2.598,103,Yes,Yes,0
2630,Female,1996,ENV,2.598,2,No,No,0
2631,Female,1996,ENV,2.8145,38,No,No,1
2632,Female,2004,HSCI,2.8578,50,Yes,No,1
2633,Female,2002,ARTS,2.8145,115,Yes,No,0
2634,Female,2005,ARTS,2.7712,7,Yes,No,0
2635,Female,2004,FCAT,2.8578,109,Yes,No,0
2636,Female,1998,HSCI,2.881615,45,Yes,No,1
2637,Female,2003,HSCI,2.598,65,Yes,No,1
2638,Female,2006,APSC,3.13925,5,Yes,No,0
2639,Female,2006,APSC,2.74955,111,Yes,No,0
2640,Female,2002,APSC,2.92275,57,Yes,No,0
2641,Female,1988,FCAT,2.881615,40,Yes,No,1
2642,Female,2004,EDUC,2.70625,116,Yes,Yes,0
2643,Female,2004,FCAT,2.74955,78,Yes,No,1
2644,Female,1999,ENV,2.881615,114,No,No,1
2645,Female,1989,BUS,3.2475,110,Yes,No,0
2646,Female,2002,APSC,2.881615,53,Yes,No,1
2647,Female,1998,ARTS,3.2475,75,Yes,No,0
2648,Female,2004,BUS,2.8145,40,Yes,No,1
2649,Female,1974,SCI,2.881615,47,No,No,1
2650,Female,2004,ARTS,2.70625,95,Yes,No,1
2651,Female,2004,ARTS,2.74955,69,Yes,No,0
2652,Female,1989,BUS,3.031,115,Yes,No,1
2653,Female,2005,FCAT,2.3815,26,Yes,Yes,0
2654,Female,1981,APSC,2.881615,46,Yes,No,1
2655,Female,2005,ARTS,2.6846,76,Yes,No,0
2656,Female,1999,ARTS,2.4681,116,Yes,No,0
2657,Female,2005,APSC,3.35575,22,Yes,No,0
2658,Female,2004,EDUC,2.4681,73,Yes,Yes,0
2659,Female,2002,APSC,2.881615,13,Yes,No,1
2660,Female,2005,HSCI,2.70625,60,Yes,Yes,1
2661,Female,1992,ENV,2.598,66,No,No,1
2662,Female,1967,EDUC,2.165,75,Yes,No,0
2663,Female,2004,ARTS,2.881615,24,Yes,No,1
2664,Female,1986,ENV,2.598,64,No,No,1
2665,Female,1979,ENV,2.598,95,No,No,0
2666,Female,1981,EDUC,2.3815,23,Yes,No,1
2667,Female,2005,ARTS,3.1176,52,Yes,No,0
2668,Female,1975,ENV,2.881615,111,No,No,1
2669,Female,1981,ARTS,2.881615,105,Yes,No,0
2670,Female,1990,SCI,2.881615,72,No,No,1
2671,Female,2006,FCAT,2.9877,49,Yes,No,0
2672,Female,1981,ENV,2.598,0,No,No,0
2673,Female,2003,HSCI,2.598,105,Yes,No,1
2674,Female,1984,ENV,3.464,38,No,No,0
2675,Female,2005,FCAT,2.9011,73,Yes,Yes,0
2676,Female,1997,HSCI,2.881615,43,Yes,No,0
2677,Female,1981,HSCI,2.3815,106,Yes,No,1
2678,Female,1993,ENV,2.8145,104,No,No,0
2679,Female,1998,BUS,3.031,93,Yes,No,0
2680,Female,1990,ENV,3.2475,4,No,No,0
2681,Female,1994,ARTS,2.165,67,Yes,No,0
2682,Female,1988,ARTS,2.881615,115,Yes,No,1
2683,Female,1978,ENV,2.598,108,No,No,1
2684,Female,2002,BUS,2.881615,71,Yes,No,0
2685,Female,1997,BUS,2.8145,79,Yes,No,1
2686,Female,2004,FCAT,2.7279,64,Yes,No,0
2687,Female,2004,APSC,2.8145,112,Yes,No,0
2688,Female,1993,FCAT,3.031,78,Yes,No,1
2689,Female,2004,FCAT,3.031,87,Yes,No,0
2690,Female,2003,EDUC,3.13925,14,Yes,No,1
2691,Female,2003,APSC,2.881615,49,Yes,No,1
2692,Female,2005,APSC,2.74955,5,Yes,No,0
2693,Female,2004,APSC,2.4681,65,Yes,Yes,0
2694,Female,2006,BUS,3.031,68,Yes,No,0
2695,Female,2006,EDUC,3.031,114,Yes,Yes,0
2696,Female,1994,ARTS,2.598,38,Yes,No,0
2697,Female,1990,HSCI,2.881615,104,Yes,No,1
2698,Female,2003,FCAT,2.48975,97,Yes,No,0
2699,Female,2004,ARTS,2.682435,102,Yes,No,1
2700,Female,2006,ARTS,3.39905,95,Yes,No,0
2701,Female,2003,APSC,2.74955,28,Yes,No,1
2702,Female,1998,BUS,2.598,92,Yes,No,1
2703,Female,2004,FCAT,2.8145,87,Yes,No,1
2704,Female,1999,BUS,3.031,45,Yes,No,1
2705,Female,2005,FCAT,2.35985,30,Yes,No,0
2706,Female,2000,APSC,3.09595,23,Yes,No,1
2707,Female,2004,ENV,2.70625,118,Yes,No,0
2708,Female,2004,APSC,2.9444,14,Yes,No,1
2709,Male,2006,ARTS,3.39905,75,Yes,No,0
2710,Male,1999,HSCI,3.464,19,Yes,No,0
2711,Male,2002,HSCI,2.5114,3,Yes,No,0
2712,Male,1983,SCI,2.44645,57,No,No,1
2713,Male,2005,APSC,2.8145,76,Yes,Yes,1
2714,Male,2003,ENV,3.2475,60,Yes,No,0
2715,Male,1994,BUS,2.3815,104,Yes,No,1
2716,Male,2003,ARTS,2.18665,107,Yes,Yes,0
2717,Male,1998,HSCI,2.3815,9,Yes,Yes,0
2718,Male,2003,FCAT,2.881615,40,Yes,No,0
2719,Male,2006,ARTS,2.9877,52,Yes,No,0
2720,Male,2005,BUS,2.9877,86,Yes,Yes,0
